100;400;900;1600;2500;3600;4900;6400;8100;10000;12100;14400;
0,00121974;0,00154817;0,00652109;0,0211213;0,055423;0,119654;0,206046;0,302882;0,500423;0,708198;1,10756;1,58044;
0,00130185;0,00170251;0,0065807;0,0217845;0,0566862;0,111526;0,209654;0,295708;0,491578;0,704211;1,06371;1,54708;
