100;400;900;1600;2500;3600;4900;6400;8100;10000;12100;14400;
0,00147475;2,7237e-05;6,15793e-05;9,67111e-05;0,00015079;0,000191843;0,00027237;0,000332765;0,000422371;0,000470529;0,00059803;0,000701452;
0,0011408;2,92107e-05;5,25003e-05;9,2369e-05;0,000163027;0,000215528;0,000257765;0,00033237;0,000391976;0,000771715;0,000554609;0,000960401;
